CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
TeaMonk,FinTech,Pre-series A,3000000.0,Bangalore,India's Finest Specialty Tea company.,2020,"Amit Dutta, Ashok Mittal","Lead Angels Network, Roots Ventures",2016.0
Fleetx,FinTech,Pre-series B,3000000.0,Gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",2020,"Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat",2017.0
ReNEWate,FinTech,Pre-seed,3000000.0,Pune,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",2020,Supratik Ghatak,Real Estate Accelerator Program,2018.0
Tango Eye,FinTech,Seed,3000000.0,Chennai,Retail Video Analytics SaaS product,2020,Surender Gounder,"Riso Investments, Lenskart",2018.0
Rare Planet,FinTech,Pre-series A,3000000.0,Kolkata,Rare Planet sells handicrafts made by local artisans.,2020,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,2015.0
Avataa Me,FinTech,Series A,3000000.0,Bangalore,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,2020,Gaurav Baid,Sequoia Capital India,2014.0
Arrival,FinTech,Unknown,3000000.0,"London, England, United Kingdom",Arrival is a technology company that specializes in developing electric vehicles.,2020,Denis Sverdlov,"UPS Ventures, Hyundai Motor Company",2015.0
Cover Genius,FinTech,Unknown,3000000.0,"Sydney, New South Wales, Australia",Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,2020,"Angus McDonald, Chris Bayley","King River Capital, Leap Capital",2014.0
Phononic Vibes,FinTech,Unknown,3000000.0,"Milano, Lombardia, Italy","Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2020,"Andrea Boeri, Braghin Francesco, Giovanni Capellari, Luca D'Alessandro, Stefano Caverni",,2018.0
MikeLegal,FinTech,Seed,3000000.0,Gurugram,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,2020,"Tushar Bhargava, Anshul Gupta","SOSV, Artesian",2017.0
Clair,FinTech,Seed,3000000.0,"New York, United States",Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,2020,"Alex Kostecki, Erich Nussbaumer, Nico Simko","Upfront Ventures, Walkabout Ventures",2019.0
Gourmet Garden,FinTech,Unknown,3000000.0,"Palmwoods, Queensland, Australia",Gourmet Garden is a global market leader in chilled convenient packaged herbs.,2020,Arjun Balaji,Advent Partners,1999.0
Miko,FinTech,Pre-series B,3000000.0,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2020,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Stride Ventures, YourNest Venture Capital",2015.0
Razorpay,FinTech,Series D,3000000.0,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2020,"Harshil Mathur, Shashank Kumar","Tiger Global Management, Sequoia Capital India",2014.0
Ninjacart,FinTech,Unknown,3000000.0,Bangalore,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",2020,"Ashutosh Vikram, Kartheeswaran K K, Sharath Loganathan, Thiru Nagarajan, Thirukumaran Nagarajan, Vasu Devan","Syngenta Ventures, Walmart",2015.0
Wow! Momo,FinTech,Debt,3000000.0,Kolkata,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,2020,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman","Tiger Global Management, William Bissell",2008.0
Pepper Content,FinTech,Series A,3000000.0,Mumbai,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,2020,"Anirudh Singla, Rishabh Shekhar","Alok Mittal, Manan Maheshwari",2017.0
LIVSPACE,FinTech,Debt,3000000.0,Bangalore,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",2020,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Mercer Investments, Bessemer Venture Partners",2014.0
Acculi Labs,FinTech,Seed,3000000.0,Bangalore,Acculi Labs is a clinical grade smartphone based diagnostic tool,2020,"HariPrasath M., Rupam Das",Startup Basket.,2017.0
Your MD,FinTech,Unknown,3000000.0,"London, England, United Kingdom",Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,2020,"Alessandro Traverso, Birger Lie, Harald Jellum, Matteo Berlucchi","Orkla Ventures, Smedvig Capital",2012.0
Antaios,FinTech,Unknown,3000000.0,France,Developer of memory-based technology intended to solve issues of advanced computing.,2020,Jean Pierre Nozieres,,2016.0
Unnati,FinTech,Pre-series A,3000000.0,Noida,A helping hand to the farming community through Artificial Intelligence,2020,"Amit Sinha, Ashok Prasad",NABVENTURES,2017.0
Disprz,FinTech,Pre-series B,3000000.0,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",2020,"Kuljit Chadha, Subramanian Viswanathan","Xseed Partners, InnoVen Capital",2015.0
Uni,FinTech,Seed,3000000.0,Mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,2020,Nitin Gupta,"Lightspeed India Partners, Accel India",
Credit Wise Capital,FinTech,Seed,3000000.0,Mumbai,CreditWise Capital is a consumer finance company.,2020,"Hirak Joshi, Aalesh Avlani",Venture Catalysts,1994.0
Chargebee,FinTech,Series F,3000000.0,"San Francisco Bay Area, West Coast, Western US",Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,2020,"KP Saravanan, Krish Subramanian, Rajaraman Santhanam, Thiyagarajan T","Accel, Steadview Capital",2011.0
Reliance Retail Ventures Ltd,FinTech,Unknown,3000000.0,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,Mukesh Ambani,"Silver Lake, Mubadala Investment Company",2006.0
Winuall,FinTech,Unknown,3000000.0,Bangalore,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",2020,"Ashwini Purohit, MS Chouhan","Amit Lakhotia, Akash Gehani",2019.0
Genrobotics,FinTech,Unknown,3000000.0,"Trivandrum, Kerala, India",GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,2020,"Arun George, Nikhil NP, Rashid Bin Abdulla, Vimal Govind MK",Unicorn India Ventures,2015.0
Livve,FinTech,Seed,3000000.0,Cochin,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,2020,Maya Lakshman,,2015.0
Ergos,FinTech,Series A,3000000.0,"Samastipur, Bihar",Ergos is building an integrated supply chain by setting up micro warehouses.,2020,"Kishor Kumar Jha, Praveen Kumar","Aavishkaar Venture Capital, Chiratae Ventures",2012.0
Krishitantra,FinTech,Seed,3000000.0,Hyderabad,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,2020,"Sandeep Kondaji, Vishnuprasada Bhat, Anand Bellan Raman","NABVENTURES, Omnivore",2017.0
PakkaProfile,FinTech,Seed,3000000.0,Bangalore,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",2020,"Nagmanjunath Shivakumar, Savio Sebastian",Java Capital,2019.0
Monet Networks,FinTech,Bridge,3000000.0,"Irvine, California, United States",Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,2020,Anurag Bist,"SenseAI Ventures, EvoNexus",2014.0
Unocoin,FinTech,Series A,3000000.0,"Tumkur, Karnataka","Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.",2020,"Abhinand Kaseti, Harish B V, Sathvik Vishwanath, Sunny Ray","Digital Finance Group, FundersClub",2013.0
Pesto,FinTech,Unknown,3000000.0,New Delhi,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,2020,"Andrew Linfoot, Ayush Jaiswal","Sriharsha Majety, Rahul Jaimini",2017.0
NirogStreet,FinTech,Pre-series A,3000000.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2020,Ram N Kumar,"Wavemaker Partners, Subho Ray",2016.0
Bambrew,FinTech,Pre-seed,3000000.0,Bangalore,Bambrew is an online shop for reusable bamboo straws.,2020,Vaibhav Anant,Upsparks,2018.0
Omnify,FinTech,Pre-series A,3000000.0,"San Francisco Bay Area, Silicon Valley, West Coast",Omnify is a Global SaaS platform for Small Services Business,2020,"Kabandi Saika, Manik Mehta","Saurabh Arora, LD Sharma",2016.0
Fanball XI,FinTech,Seed,3000000.0,New Delhi,The gaming company mostly focused on fantasy football games,2020,Vinayak Seth,Foxhog Ventures,
Treebo Hotels,FinTech,Unknown,3000000.0,Bangalore,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",2020,"Kadam Jeet Jain, Rahul Chaudhary, Sidharth Gupta","Ramesh Mangaleswaran, Saikiran Krishnamurthy",2015.0
GPS Renewables,FinTech,Series A,3000000.0,Bangalore,To solve the urban waste problem by utilising local technologies and business models.,2020,"Mainak, Sreekrishna","Triodos, Caspian",2010.0
Public,FinTech,Unknown,3000000.0,New Delhi,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,2020,Azhar Iqubal,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",2019.0
Legal Salah,FinTech,Seed,3000000.0,Kolkata,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,2020,CA Abhinit Singh,I2I Capitals,2015.0
FanPlay,FinTech,Seed,3000000.0,New Delhi,FanPlay Technologies operates as a real-money gaming startup.,2020,"Bharat Gupta, Pritesh Kumar","Core91 Fund, Anupam Mittal",2018.0
ECOSTP,FinTech,Unknown,3000000.0,Bangalore,Eco friendly zero power zero maintenance sewage treatment plant in India.,2020,"Simar Kohli, Tharun Kumar, Praseed KK",Terwilliger Centre,2017.0
Coralogix,FinTech,Series B,3000000.0,"San Francisco, California, United States",Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,2020,"Ariel Assaraf, Guy Kroupp, Lior Redlus, Yoni Farin","2B Angels, Janvest Capital Partners",2013.0
Equiwatt,FinTech,Unknown,3000000.0,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,2020,"Johnson Fernandes, Ravneet Kaur",Rising Stars,2015.0
Reliance Retail Ventures,FinTech,Unknown,3000000.0,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,Mukesh Ambani,"General Atlantic, Kohlberg Kravis Roberts",2006.0
Zhangmen,FinTech,Unknown,3000000.0,"Shanghai, China",Zhangmen is an online tutoring platform provides tutoring courses to students.,2020,Yi Zhang,"CICC Alpha, VMS Asset Management",2005.0
AgroWave,FinTech,Unknown,3000000.0,Gurugram,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,2020,Anu Meena,Sekhar Puli,2017.0
Sapio Analytics,FinTech,Unknown,3000000.0,Mumbai,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,2020,"Ashwin Srivastava, Hardik Somani",,2018.0
Taimei,FinTech,Unknown,3000000.0,"Jiaxing, Zhejiang, China",Taimei Technology provides a cloud platform for clinical research collaboration.,2020,Lu Zhao,"Cowin Venture, ZSVC",2013.0
Avanse Financial Services,FinTech,Unknown,3000000.0,Mumbai,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",2020,Amit Gainda,International Finance Corporation,2012.0
Industry Buying,FinTech,Unknown,3000000.0,New Delhi,India's largest industrial ecommerce platform,2020,"Rahul Gupta, Swati Gupta","BlackSoil, BEENEXT",2013.0
Hopscotch,FinTech,Unknown,3000000.0,Mumbai,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",2020,Rahul Anand,"Marc Lore, Rise Capital",2011.0
Pristyn Care,FinTech,Unknown,3000000.0,Gurugram,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,2020,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",2018.0
WoodenStreet,FinTech,Unknown,3000000.0,Rajastan,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,2020,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat","IAN Fund, Rajasthan Venture Capital Fund",2015.0
ACKO,FinTech,Unknown,3000000.0,Mumbai,Acko General Insurance is a private sector general insurance company in India.,2020,"Ruchi Deepak, Varun Dua","RPS Ventures, Intact Ventures",2016.0
Farmers Fresh Zone,FinTech,Unknown,3000000.0,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,2020,Pradeep PS,"Artha India Ventures, Nagaraja Prakasam",2015.0
Invento,FinTech,Unknown,3000000.0,Bangalore,Invento Robotics specializes in developing service robots intended for customer interactions.,2020,"Balaji Viswanathan, Bharat Kumar, Mahalakshmi Radhakrishnan","Chiripal Group, Ratish Kumar Nair",2016.0
Infurnia,FinTech,Unknown,3000000.0,Bangalore,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,2020,"Lovepreet Mann, Nikhil Kumar, Parul Jain","Pallav Nadhani, Idein Ventures",2014.0
AnalytIQSports's SuperCric,FinTech,Unknown,3000000.0,Bangalore,SuperCric is India's first strategy Cricket Manager simulation game,2020,"Suhail Chandhok, Arvind Sivdas, Dhanya Param",,2019.0
Snowflake,FinTech,Unknown,3000000.0,California,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,2020,"Benoit Dageville, Bob Muglia, Marcin Zukowski, Thierry Cruanes","Salesforce Ventures, Dragoneer Investment Group",2012.0
GenieTalk,FinTech,Unknown,3000000.0,Indore,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,2020,"Santosh Kataria, Ankit Kimtee, Vivek Jain",,2016.0
Classplus,FinTech,Unknown,3000000.0,Noida,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,2020,"Bhaswat Agarwal, Bikash Dash, Mukul Rustagi, Vatsal Rustagi","Spiral Ventures, Surge",2018.0
Mobile Premier League,FinTech,Unknown,3000000.0,Bangalore,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,2020,"Sai Srinivas Kiran G, Shubham Malhotra","Sequoia Capital India, Times Internet",2018.0
Fourth Partner Energy,FinTech,Unknown,3000000.0,Hyderabad,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,2020,"Saif Dhorajiwala, Vikas saluguti, Vivek Subramanian","responsAbility, Grameen Impact India (GIII)",2010.0
Flipkart,FinTech,Unknown,3000000.0,Bangalore,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,2020,"Binny Bansal, Sachin Bansal","Tencent Holdings, Walmart",2007.0
Vivriti Capital,FinTech,Unknown,3000000.0,Chennai,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,2020,"Aniket Deshpande, Gaurav Kumar, Irfan Mohammed, Soumendra Ghosh, Vineet Sukumar","Aspada, Creation Investments Capital Management, LLC",2017.0
InsuranceDekho,FinTech,Unknown,3000000.0,Ludhiana,The funding for branding and marketing activities as well as strengthening the product and technology teams,2020,Ankit Agrawal,GirnarSoft,2017.0
BestDoc,FinTech,Unknown,3000000.0,Kochi,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,2020,"Afsal Salu, Fayaz Bin Abdu, Soudabi",,2016.0
